Unnamed: 0,性別,年齡,表情,Unnamed: 4,productName,productURL,tempTcode,time(s)
,0,2,3,,【Nintendo 任天堂】Switch Lite 輕量版日規主機+保護貼(保固一年)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11822346&Area=search&mdiv=403&oid=1_15&cid=index&kw=switch,1,31
,0,2,6,,【LG 樂金】27型StanbyME閨蜜機(27ART10AKPL)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11380340&Area=search&mdiv=403&oid=1_25&cid=index&kw=%E9%9B%BB%E8%A6%96,1,31
,0,2,6,,【饗食天堂】平日下午茶券4張P(TOP人氣吃到飽餐廳)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11752332,10,34
,0,2,0,,【老子有錢】扶桑柏青包-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=9781826&str_category_code=5300100033&mdiv=5300100000-bt_2_092_05-bt_2_092_05_e40&ctype=B&sourcePageType=4,7,33
,0,2,6,,【Electrolux 伊萊克斯】抬頭式攪拌機-五星主廚機(EKM3407R)-momo購物網,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=8740650&mdiv=1099900000-bt_0_248_01-bt_0_248_01_P1_4_e1&ctype=B,1,45
,0,2,6,,【Fisher-Price 費雪】聲光安撫海馬(2色選擇)-momo購物網,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=6761095&oid=mb&mdiv=1000000000-bt_0_220_01-bt_0_220_01_e50&ctype=B&rec_pos=1pp_s3&recomd_id=rgc-0w93_normal_1697548474_7320521,6,32
,0,2,6,,【Sony 索尼】Alpha ILCE-7M4/A7M4 A7IV(公司貨)-momo購物網,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=9606325&str_category_code=4200100235&mdiv=1001000000-bt_1_002_01-bt_1_002_01_e11&ctype=B,0,31
,0,2,3,,【Razer 雷蛇】伊布電競夢幻組 寶可夢聯名款 黑寡婦 V3 TKL電競鍵盤+巨甲蟲電競滑鼠墊XXL-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11447954&str_category_code=2159000069&mdiv=2159000000-bt_1_016_02-bt_1_016_02_e31&ctype=B&sourcePageType=4,0,30
,0,1,3,,【麥當勞】勁辣鷄腿堡+中杯可口可樂+小份薯條+四塊麥克鷄塊(好禮即享券)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11878153&str_category_code=3801800143&mdiv=3801800143-bt_9_002_01&ctype=B&Area=DgrpCategory,10,28
,0,2,6,,【Final】E1000C 線控麥克風耳道式耳機 三色可選-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=7248193&str_category_code=4201700376&sourcePageType=4,0,35
,0,2,6,,【Final】E3000 耳道式耳機-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=5231900&str_category_code=4201700376&mdiv=4201700376-bt_9_002_01&ctype=B&Area=DgrpCategory,0,46
,0,2,3,,【SAKURA 櫻花】16L第二代四季溫智能恆溫強制排氣熱水器(DH-1635F原廠安裝)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10032795&str_category_code=2906200009&mdiv=2906200000-bt_2_216_01-bt_2_216_01_e13&ctype=B&sourcePageType=4,1,44
,0,2,3,,【ASUS 華碩】14吋i7商用筆電(B1408/i7-1165G7/8G/512G SSD/Win10Pro/2年保/台灣製)-momo購物網,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11894334&cid=cheap&oid=1&mdiv=1000000000-bt_0_238_01-bt_0_238_01_e10&ctype=B,0,23
,0,2,6,,【SAMSUNG 三星】258L一級能效變頻右開雙門冰箱(RT25M4015S8/TW)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=6736978&str_category_code=2919100975&mdiv=2919100975-bt_9_002_01&ctype=B&Area=DgrpCategory,1,15
,0,2,6,,【SANLUX 台灣三洋】87公升一級能效雙門冰箱(SR-C90B1)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=9216206&str_category_code=2919100975&mdiv=2919100975-bt_9_002_01&ctype=B&Area=DgrpCategory,1,56
,0,2,6,,【ASUS 華碩】14.5吋i5輕薄筆電(VivoBook S S5404VA/i5-13500H/16G/512G SSD/W11/EVO/ 2.8K OLED)-momo購物網,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11208400&str_category_code=2104300440&sourcePageType=4,0,45
,0,2,6,,【u-ta】VS9 四路式NVR主機套裝組 1080P 200萬畫素無線攝影機(最高支援4TB硬碟)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=7822838&str_category_code=4202200028&sourcePageType=4,0,34
,0,2,6,,【鮮綠生活】大尺寸 鮮美蟹腳肉(150g±4.5%/包 共3包)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10451480&str_category_code=4400401290&ctype=B&Area=DgrpCategory&sourcePageType=4,3,22
,0,2,6,,【TECO 東元】334公升 一級能效變頻右開雙門冰箱(R3342XN)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10914644&mdiv=2919100000-bt_2_216_01-bt_2_216_01_e27&ctype=B&sourcePageType=4,1,33
,0,3,6,,麥當勞 麥脆鷄腿2塊+麥克鷄塊6塊+中杯可樂(好禮即享券)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11948780&str_category_code=3801800182&ctype=B&Area=DgrpCategory&sourcePageType=4,10,33
,0,2,6,,【G-PLUS 拓勤】F1+ 三防資安4G直立式手機(送快速充電線)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=9564300&mdiv=NEW,0,20
,0,3,3,,6星集足體養身會館 腳底按摩+泡腳+肩頸熱敷40分鐘(2張組↘)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11166024&str_category_code=3802100018&ctype=B&Area=DgrpCategory&sourcePageType=4,10,28
,1,2,6,,BRITA Maxtra Plus濾芯-去水垢專家9入-贈藍色隨身瓶-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11965407&str_category_code=1705300188&mdiv=1705300000-bt_2_092_06-bt_2_092_06_e16&ctype=B&sourcePageType=4,9,32
,0,2,6,,【SANLUX 台灣三洋】87公升一級能效雙門冰箱(SR-C90B1)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=9216206&mdiv=NEW,1,41
,0,2,6,,【統一麵】肉燥風味特大85gx5入/袋-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=3831982&cid=recitri&oid=BfG&mdiv=goodsDetail_momoshop-av-&ctype=B&recomd_id=default-globaltp,3,44
,0,2,6,,【TECO 東元】334公升 一級能效變頻右開雙門冰箱(R3342XN)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10914644&mdiv=2919100000-bt_2_216_01-bt_2_216_01_e27&ctype=B&sourcePageType=4,1,53
,0,2,6,,【買1送1】馬來西亞D197正宗貓山王榴槤400克(熱帶雙果王)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11792023&Area=search&mdiv=403&oid=1_10&cid=index&kw=%E6%A6%B4%E6%A7%A4,3,20
,0,2,6,,BRITA MAXTRA Plus 濾芯-去水垢專家(6入裝)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10921022&cid=recitri&oid=BfG&mdiv=goodsDetail_momoshop-av-&ctype=B&recomd_id=rgc-0ctr_normal_1699312456_13050675,9,32
,0,2,6,,【NOKIA】2660 Flip 4G折疊式手機(128MB/48MB)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10568482&oid=mb&mdiv=1000000000-bt_0_222_01-bt_0_222_01_e62&ctype=B&&rec_pos=1pp_s3&recomd_id=rgc-6gf5_normal_1697550613_7393064,0,43
,0,2,6,,【TP-Link】Tapo C225 真2K 400萬畫素AI旋轉無線網路攝影機/監視器 IP CAM(全彩夜視/哭聲偵測/支援512G)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10844264&mdiv=4202200000-bt_2_115_02-bt_2_115_02_e1&ctype=B&sourcePageType=4,0,33
,0,2,6,,噴效 水性噴霧殺蟲劑600ml*24入/箱(噴效水性)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=8067079&str_category_code=3900700120&mdiv=3900700000-bt_2_092_08-bt_2_092_08_e155&ctype=B&sourcePageType=4,9,44
,0,2,3,,【華碩平台】i7十六核GeForce RTX 4060TI{蒼龍軍神}電競機(i7-13700F/B660/16G/1TB)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11756856&str_category_code=4301700334&mdiv=4301700000-bt_2_092_01-bt_2_092_01_e6&ctype=B&sourcePageType=4,0,44
,1,2,6,,Milwaukee 美沃奇 18V鋰電無碳刷衝擊起子機5.0Ah 單電套裝組 M18 FID3-501-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11484459&str_category_code=5200500178&mdiv=5200500000-bt_2_097_02-bt_2_097_02_e18&ctype=B&sourcePageType=4,9,321
,0,2,6,,【鮮綠生活】爆卵熟凍母紅蟳(150±10%/隻 2隻/包 共4包)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=8415969&str_category_code=4400400172,3,54
,0,2,0,,【元家】格陵蘭嚴選冷凍厚切大比目魚9入組(300g/片 頭刀單肚洞)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=8105502&mdiv=NEW,3,24
,0,3,6,,DRETEC 紅外線電子手持式槍型料理測溫度計-白色(O-604WT)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10106056&str_category_code=1704200116&mdiv=1704200000-bt_2_106_01-bt_2_106_01_e15&ctype=B&sourcePageType=4,9,54
,0,2,6,,【每日優果】愛文芒果乾200G(芒果乾)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=6572904&Area=search&mdiv=403&oid=1_9&cid=index&kw=%E8%8A%92%E6%9E%9C,4,25
,0,2,6,,【光合果物】產地直送 苗栗大湖香水草莓 大果(12-15顆/2盒)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10523153&Area=search&mdiv=403&oid=1_9&cid=index&kw=%E8%8D%89%E8%8E%93,3,43
,0,3,6,,【每日宅鮮】任選$699免運 台灣袋裝香蕉(600g±5%x1袋)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=8776919&Area=search&mdiv=403&oid=1_1&cid=index&kw=%E9%A6%99%E8%95%89,3,23
,0,2,0,,【每日優果】紅心芭樂乾185G(芭樂乾)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=6572911&Area=search&mdiv=403&oid=1_6&cid=index&kw=%E8%8A%AD%E6%A8%82,3,34
,0,2,6,,【韓版ins】韓風大容量百搭托特包(時尚 皮包 手提包 女用包包 肩背包 小方包 側背包 精品包)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11191732&Area=search&mdiv=403&oid=1_4&cid=index&kw=%E7%9A%AE%E5%8C%85,5,54
,0,2,3,,【朵舒】momoco舒適柔韌抽取式衛生紙(150抽x10包x8袋/箱)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=8531746&Area=search&mdiv=403&oid=1_2&cid=index&kw=%E8%A1%9B%E7%94%9F%E7%B4%99,9,34
,0,2,6,,【橘子工坊】天然制菌洗淨過敏原洗衣膠囊/洗衣球盒裝54顆(加贈好禮多選1)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11357600&Area=search&mdiv=403&oid=1_5&cid=index&kw=%E6%A9%98%E5%AD%90,9,28
,0,2,6,,Jo Go Wu 吸盤式防窺伸縮遮陽簾(防曬/隔熱/遮光/隔熱窗簾/浴室防窺)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10610753&str_category_code=4801200081&mdiv=4801200000-bt_2_092_02-bt_2_092_02_e28&ctype=B&sourcePageType=4,8,36
,1,2,6,,EDISH 304加厚玻璃四方鷹嘴泡茶壺550ml 含不鏽鋼濾網 耐熱可直火-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=9982591&str_category_code=1704300470&mdiv=1704300000-bt_2_092_02-bt_2_092_02_e21&ctype=B&sourcePageType=4,9,45
,0,2,6,,【樂米穀場】台東關山好米9kg(台東關山農會認證好米)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=5657347&str_category_code=2000600850&sourcePageType=4,3,34
,1,3,6,,CNFlower 西恩 柚香森林 水果花禮-柚子款 特製木盒(送禮/鮮花/中秋送禮/精品水果禮盒)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11843393&str_category_code=5200900188&mdiv=5200900188-bt_9_002_01&ctype=B&Area=DgrpCategory&sourcePageType=4,9,32
,0,2,3,,同事都不知道，我早就財務自由了！-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10891173&Area=search&mdiv=403&oid=1_4&cid=index&kw=%E4%B8%8D%E7%9F%A5%E9%81%93,7,56
,1,3,6,,MoonDy 女生包包 小包包 真皮側背包 牛皮小包包 斜背手機包 側背小包 隨身小包 斜背包牛皮 可愛包包-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11454906&str_category_code=1503200005&mdiv=1503200000-bt_2_092_03-bt_2_092_03_e16&ctype=B&sourcePageType=4,5,34
,1,2,6,,MoonDy 包包女 包包女 斜背包 斜背包女 小包包 小包 女小方包 復古小方包 迷你小方包 可愛小包   -momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11207663&cid=recitri&oid=BfG&mdiv=goodsDetail_momoshop-av-&ctype=B&recomd_id=rgc-bqbp_normal_1699308550_12954874,5,32
,0,2,6,,Jyun Pin 駿品裝修 系統櫃系統家具 美式廚具設計諮詢卷(美式廚具專業設計諮詢)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=9866649&str_category_code=5200800307&mdiv=5200800307-bt_9_002_01&ctype=B&Area=DgrpCategory&sourcePageType=4,9,33
,0,2,3,,【NIID官方直營】Radiant R1 極速行動單肩包-5色可選-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=8429934&str_category_code=1503300002&mdiv=1503300002-bt_9_002_01&ctype=B&Area=DgrpCategory,5,23
,1,2,6,,Orijen 六種鮮魚貓無榖配方 5.4kg(*全齡貓 貓飼料 乾糧)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10574342&str_category_code=4700300518&mdiv=4700300000-bt_2_092_04-bt_2_092_04_e12&ctype=B&sourcePageType=4,9,43
,1,2,3,,EDISH 304加厚玻璃四方鷹嘴泡茶壺550ml 含不鏽鋼濾網 耐熱可直火-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=9982591&mdiv=411412,9,33
,0,2,3,,【TAKARA TOMY】日本 新幹線變形機器人Z 暗黑號(TP17022)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=9429398&Area=search&mdiv=403&oid=1_3&cid=index&kw=%E6%96%B0%E5%B9%B9%E7%B7%9A%E8%AE%8A%E5%BD%A2%E6%A9%9F%E5%99%A8%E4%BA%BA,6,30
,0,2,3,,【MG】逆時無痕掰掰眼袋霜(30ml /瓶)-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11386482&Area=search&mdiv=403&oid=1_1&cid=index&kw=%E6%8E%B0%E6%8E%B0,2,32
,0,2,3,,【哈哈】環保書衣-momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11312458&Area=search&mdiv=403&oid=1_1&cid=index&kw=%E5%93%88%E5%93%88%E5%93%88,7,24
,1,2,6,,LONGCHAMP Michael Kors&COACH水餃包/漁網包/斜背包/圍巾(多款選)   -momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11931330&recomd_id=hotSale&cid=recitri&oid=BfG&mdiv=&ctype=B,5,27
,1,3,3,, LONGCHAMP &MARC JACOBS經典兩用包/水餃包/托特包(多款選) -momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11589668&cid=recitri&oid=BfG&mdiv=goodsDetail_momoshop-av-&ctype=B&recomd_id=rgc-vdv7_normal_1699308970_47114958,5,28
,1,2,6,,Chloe’ 蔻依 Sense經典 LOGO 小牛皮拼接亞麻化妝包(米X棕)  -momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11280797&str_category_code=3100101578&ctype=B&Area=DgrpCategory&sourcePageType=4,5,30
,1,2,6,,Avene 雅漾官方直營 雙11限定★活泉水噴霧300mlx5入組(保濕化妝水/舒緩敏弱)   -momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=9258336&str_category_code=1111700001&ctype=B&Area=DgrpCategory&sourcePageType=4,5,31
,1,3,6,,理膚寶水 多容安舒緩保濕化妝水400ml 年度限定組(68折/修護保濕)  -momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=8263161&recomd_id=hotSale&cid=recitri&oid=BfG&mdiv=&ctype=B,2,31
,1,2,6,,Neogence 霓淨思 N3高機能面膜共90片(神經醯胺/ 冰河醣/熊果素/深海藍藻/杏仁酸任選)  -momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=8214446&str_category_code=1111700010&ctype=B&Area=DgrpCategory&sourcePageType=4,2,34
,1,2,0,,TT波特嫚 經典重現美肌魔力組(40片/箱)  -momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=6972655&recomd_id=hotSale&cid=recitri&oid=BfG&mdiv=&ctype=B,2,33
,1,2,6,,adidas 官方旗艦 雙11限定 精選運動背心&運動內衣 男女款(共14款) -momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11906263&str_category_code=1306501545&mdiv=1306501545-bt_9_002_01&ctype=B&Area=DgrpCategory&sourcePageType=4,4,35
,1,2,6,,Sustenium 意維能 全能鎖錠1瓶送小瓶(共75錠) -momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10757424&str_category_code=1203000400&sourcePageType=4,3,34
,1,2,3,,BYHUE 優雅大人感純色方釦後繫帶羊皮軟芯尖頭高跟鞋(棕) -momo購物網 - 好評推薦 - 2023年10月,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12005878&str_category_code=1503400001&mdiv=1503400000-bt_2_092_03-bt_2_092_03_e148&ctype=B&sourcePageType=4,5,40
